loading annotations into memory...
Done (t=0.98s)
(167, 'hugging')
(167, 'fishing')
(167, 'buffet')
(166, 'stage')
(166, 'posed')
(166, 'lay')
(166, 'iron')
(166, 'funny')
(166, 'computer,')
(166, 'bookshelf')
(165, 'santa')
(165, 'paw')
(165, 'freshly')
(165, 'beef')
(165, 'apples,')
(165, 'almost')
(164, 'rusted')
(164, 'napkin')
(164, 'helping')
(164, 'brushes')
(164, 'accessories')
(163, 'tractor')
(163, 'tasty')
(163, 'more')
(163, 'gloves')
(162, 'trolley')
(162, 'thin')
(162, 'rusty')
(162, 'picking')
(162, 'cookies')
(161, 'watering')
(161, 'system')
(161, 'propped')
(161, 'leaving')
(161, 'hood')
(161, 'fan')
(161, 'entertainment')
(161, 'designed')
(161, "child's")
(160, 'teams')
(160, 'sniffing')
(160, 'matching')
(160, 'library')
(160, 'hose')
(160, 'countryside')
(160, 'burger')
(159, 'shaking')
(159, 'multicolored')
(159, 'magnets')
(159, 'heart')
(159, 'driveway')
(159, 'alley')
(158, 'tries')
(158, 'forward')
(158, 'foreign')
(158, 'cuts')
(158, 'chest')
(158, 'chasing')
(158, 'advertising')
(157, 'words')
(157, "that's")
(157, 'onion')
(157, 'mask')
(157, 'industrial')
(157, 'gentleman')
(157, 'chinese')
(157, 'bouquet')
(157, 'attire')
(156, 'prepare')
(156, 'phone,')
(156, 'people,')
(156, 'butter')
(155, 'larger')
(155, 'jumbo')
(155, 'coach')
(154, 'stoplight')
(154, 'metallic')
(154, 'marina')
(154, 'dimly')
(154, 'cowboy')
(154, 'collar')
(154, 'calf')
(154, 'bakery')
(153, 'story')
(153, 'steeple')
(153, 'multi')
(153, 'ladder')
(153, 'father')
(153, 'downtown')
(153, 'desk,')
(153, 'booth')
(152, 'sub')
(152, 'sets')
(152, 'poster')
(152, 'parrot')
(152, 'horns')
(152, 'circular')
(152, 'chopped')
(152, 'biting')
(152, 'bikini')
(151, 'tablet')
(151, 't-shirt')
(151, 'seagulls')
(151, 'paws')
(151, 'onlookers')
(151, 'herself')
(151, 'cases')
(150, 'trunks')
(150, 'thrown')
(150, 'potatoes,')
(150, 'connected')
(150, 'castle')
(150, 'calm')
(150, 'blow')
(149, 'tag')
(149, 'strip')
(149, 'statues')
(149, 'individual')
(149, 'heavy')
(148, 'sunlight')
(148, 'small,')
(148, 'pickle')
(148, 'natural')
(148, 'hiding')
(148, 'heading')
(148, 'frisbees')
(148, 'bats')
(148, 'baggage')
(147, 'tub,')
(147, 'progress')
(147, 'furry')
(147, 'framed')
(147, 'devices')
(147, 'cycle')
(147, 'chefs')
(147, 'cabinets,')
(147, 'bell')
(147, 'baking')
(147, 'amongst')
(146, 'rose')
(146, 'rails')
(146, 'mans')
(146, 'ears')
(146, 'daytime')
(146, 'cliff')
(145, 'worker')
(145, 'sugar')
(145, 'stool')
(145, 'seagull')
(145, 'piano')
(145, 'olives')
(145, 'motorbike')
(145, 'folded')
(145, 'cupcake')
(145, 'batter,')
(144, 'organized')
(144, 'neighborhood')
(144, 'bearded')
(143, 'typing')
(143, 'shining')
(143, 'racquets')
(143, 'pancakes')
(143, 'males')
(143, 'abandoned')
(142, 'formal')
(142, 'fans')
(142, 'crust')
(142, 'corn')
(142, 'contents')
(142, 'cold')
(142, 'besides')
(141, 'weather')
(141, 'storage')
(141, 'hamburger')
(141, 'busses')
(141, 'audience')
(140, 'tossing')
(140, 'mud')
(140, 'kick')
(140, 'eggs,')
(140, 'bay')
(139, 'porch')
(139, 'hardwood')
(139, 'chili')
(139, 'candy')
(138, 'wings')
(138, 'separate')
(138, 'reflected')
(138, 'lounge')
(138, 'lambs')
(137, 'wilderness')
(137, 'thick')
(137, 'resort')
(137, 'mat')
(137, 'evening')
(137, 'dusk')
(137, 'apron')
(136, 'word')
(136, 'upon')
(136, 'sailboat')
(136, 'lounging')
(136, 'football')
(136, 'food,')
(136, 'finger')
(136, 'balcony')
(136, 'backyard')
(135, 'washing')
(135, 'son')
(135, 'really')
(135, 'peeled')
(135, 'licking')
(135, 'kitty')
(135, 'hospital')
(135, 'cook')
(134, 'tunnel')
(134, 'television,')
(134, 'stretching')
(134, 'sticker')
(134, 'owner')
(134, 'lighthouse')
(134, 'cupboards')
(134, 'collage')
(134, 'card')
(134, 'belt')
(133, 'shower,')
(133, 'section')
(133, 'helmets')
(133, 'grazes')
(133, 'dryer')
(133, 'decor')
(133, 'bikers')
(132, 'st')
(132, 'pony')
(132, 'motorcyclist')
(132, 'moped')
(132, 'grapes')
(132, 'decoration')
(131, 'street,')
(131, 'smoking')
(131, 'point')
(131, 'pizza,')
(131, 'goggles')
(131, 'cookie')
(131, 'chewing')
(131, 'bars')
(130, 'sizes')
(130, 'pigeons')
(130, 'peeking')
(130, 'oranges,')
(130, 'numerous')
(130, 'clutter')
(130, 'balancing')
(129, 'suspended')
(129, 'snack')
(129, 'skiis')
(129, 'jungle')
(129, 'focus')
(129, 'fixing')
(129, 'amount')
(128, 'strange')
(128, 'scattered')
(128, 'neat')
(128, 'move')
(128, 'logs')
(128, 'drawers')
(128, 'crosses')
(128, 'cigarette')
(128, 'chicken,')
(127, 'unique')
(127, 'tourists')
(127, 'straight')
(127, 'scarf')
(127, 'safety')
(127, 'photographs')
(127, 'monkey')
(127, 'dump')
(127, 'courtyard')
(127, 'beverages')
(126, 'owl')
(126, 'freight')
(126, 'closet')
(125, 'themselves')
(125, 'shops')
(125, 'obstacle')
(125, 'mattress')
(125, 'lemon')
(125, 'ham')
(125, 'grocery')
(125, 'crane')
(125, 'cop')
(125, 'canopy')
(125, 'cabin')
(124, 'tusks')
(124, 'spinach')
(124, 'break')
(124, 'airlines')
(123, 'spot')
(123, 'silverware')
(123, 'saying')
(123, 'pine')
(123, 'pairs')
(123, 'odd')
(123, 'helicopter')
(123, 'complete')
(123, 'cellphones')
(123, 'army')
(123, 'adorable')
(122, 'than')
(122, 'stops')
(122, "ski's")
(122, 'crossed')
(122, 'circle')
(122, 'berries')
(121, 'towering')
(121, 'tire')
(121, 'talk')
(121, 'strapped')
(121, 'spray')
(121, 'softball')
(121, 'slicing')
(121, 'scooters')
(121, 'positioned')
(121, 'points')
(121, 'pickles')
(121, 'hung')
(121, 'goods')
(121, 'figure')
(121, '3')
(120, 'warning')
(120, 'played')
(120, 'observing')
(120, 'jockey')
(120, 'golf')
(120, 'fighting')
(120, 'arrow')
(119, 'skyline')
(119, 'shoreline')
(119, 'quiet')
(119, 'magazine')
(119, 'leaf')
(119, 'furnished')
(119, 'foggy')
(119, 'fall')
(119, 'blond')
(118, 'puts')
(118, 'para')
(118, 'hangar')
(118, 'grabbing')
(118, 'feed')
(118, 'driver')
(118, 'countertop')
(118, 'boots')
(118, 'arena')
(117, 'monument')
(117, 'meeting')
(117, 'leafy')
(117, 'indoors')
(117, 'attempts')
(116, 'steak')
(116, 'slightly')
(116, 'plaza')
(116, 'oven,')
(116, 'motorcyclists')
(116, 'lighted')
(116, 'healthy')
(116, 'den')
(116, 'delivery')
(116, 'consisting')
(116, 'classic')
(116, 'caught')
(116, 'blue,')
(116, 'bathing')
(115, 'waterway')
(115, 'teenager')
(115, 'sailboats')
(115, 'onions,')
(115, 'mall')
(115, 'guard')
(115, 'flooded')
(115, 'enjoy')
(115, 'catchers')
(114, 'wit')
(114, 'waving')
(114, 'seven')
(114, 'interesting')
(114, 'bald')
(113, 'water,')
(113, 'vegetation')
(113, 'topping')
(113, 'taxi')
(113, 'room,')
(113, 'oriental')
(113, 'nuts')
(113, 'monitor,')
(113, 'drawing')
(113, 'buns')
(113, 'bread,')
(112, 'village')
(112, 'step')
(112, 'service')
(112, 'ring')
(112, 'raised')
(112, 'own')
(112, 'microwave,')
(112, 'illuminated')
(112, 'comes')
(112, 'bedspread')
(111, 'wading')
(111, 'students')
(111, 'second')
(111, 'piles')
(111, 'headed')
(111, 'had')
(111, 'fruit,')
(111, 'conversation')
(110, 'valley')
(110, 'unusual')
(110, 'simple')
(110, 'reflecting')
(110, 'paddling')
(110, 'layer')
(110, 'handing')
(110, 'field,')
(110, 'fabric')
(109, 'skater')
(109, 'sideways')
(109, 'rustic')
(109, 'pull')
(109, 'leaping')
(109, 'leads')
(109, 'jersey')
(109, 'heard')
(109, 'groups')
(109, 'faucet')
(109, 'dispenser')
(109, 'classroom')
(109, 'approaches')
(108, 'screens')
(108, 'reach')
(108, 'process')
(108, 'level')
(107, 'tasting')
(107, 'spraying')
(107, 'ribbon')
(107, 'individuals')
(107, 'greenery')
(107, 'forks')
(107, 'designs')
(107, 'cereal')
(107, 'cars,')
(107, 'balloons')
(106, 'surfs')
(106, 'patterned')
(106, 'load')
(106, 'granite')
(106, 'celebrating')
(106, 'bin')
(105, 'window,')
(105, 'wear')
(105, 'stopping')
(105, 'spoons')
(105, 'snacks')
(105, 'port')
(105, 'fixtures')
(105, 'dried')
(105, 'cone')
(105, 'cellular')
(105, 'cans')
(105, 'boogie')
(105, 'bit')
(104, 'transportation')
(104, 'tin')
(104, 'tents')
(104, 'elegant')
(104, 'cushion')
(104, 'console')
(103, 'works')
(103, 'war')
(103, 'turns')
(103, 'split')
(103, 'pedestal')
(103, 'friend')
(103, 'freeway')
(103, 'doubles')
(103, 'crib')
(103, 'come')
(102, 'utility')
(102, 'roaming')
(102, 'pattern')
(102, 'nap')
(102, 'married')
(102, 'language')
(102, 'indicating')
(102, 'gives')
(102, 'depot')
(102, 'boarders')
(101, 'trough')
(101, 'terrain')
(101, 'tablecloth')
(101, 'sport')
(101, 'soldiers')
(101, 'soft')
(101, 'sign,')
(101, 'pug')
(101, 'music')
(101, 'circus')
(101, 'cheesy')
(101, 'canal')
(101, 'buggy')
(101, 'british')
(101, 'adjusting')
(101, '"')
(100, 'shuttle')
(100, 'much')
(100, 'man,')
(100, 'hooked')
(100, 'factory')
(100, 'canoe')
(100, 'button')
(100, 'beak')
(100, 'basin')
(100, 'airborne')
(99, 'trio')
(99, 'plate,')
(99, 'massive')
(99, 'drawer')
(99, 'dough')
(99, 'dog,')
(99, 'conference')
(99, 'babies')
(98, 'within')
(98, 'will')
(98, 'weird')
(98, 'trees,')
(98, 'thing')
(98, 'print')
(98, 'practice')
(98, 'overcast')
(98, 'lemons')
(98, 'jars')
(98, 'force')
(98, 'fat')
(98, 'diamond')
(98, 'desks')
(98, 'costumes')
(98, 'cleaned')
(97, 'turkey')
(97, 'pad')
(97, 'figurine')
(97, 'drivers')
(97, 'daughter')
(96, 'vendor')
(96, 'towing')
(96, 'third')
(96, 'stance')
(96, 'peanut')
(96, 'numbers')
(96, 'kissing')
(96, 'include')
(96, 'grinding')
(96, 'fully')
(96, 'competing')
(95, 'stroller')
(95, 'shades')
(95, 'portrait')
(95, 'package')
(95, 'order')
(95, 'link')
(95, 'jackets')
(95, 'china')
(95, 'backdrop')
(94, 'winding')
(94, 'tropical')
(94, 'speaking')
(94, 'soldier')
(94, 'pepper')
(94, 'muffin')
(94, 'learning')
(94, 'dishwasher')
(94, 'deserted')
(94, 'cathedral')
(94, 'boardwalk')
(93, 'teenage')
(93, 'soap')
(93, 'posts')
(93, 'parachute')
(93, 'notebook')
(93, 'message')
(93, 'kept')
(93, 'hauling')
(92, 'upright')
(92, 'toasted')
(92, 'tight')
(92, 'tags')
(92, 'staircase')
(92, 'squatting')
(92, 'speakers')
(92, 'peel')
(92, 'overpass')
(92, 'naked')
(92, 'mouse,')
(92, 'mom')
(92, 'knee')
(92, 'frozen')
(92, 'fries,')
(92, 'float')
(92, 'fed')
(92, 'extended')
(92, 'disk')
(92, 'customers')
(92, 'curve')
(91, 'wrapper')
(91, 'signals')
(91, 'seating')
(91, 'savannah')
(91, 'pin')
(91, 'pathway')
(91, 'n')
(91, 'human')
(91, 'herding')
(91, 'hall')
(91, 'grown')
(91, 'frying')
(91, 'feeds')
(91, 'fashion')
(91, 'english')
(91, 'electrical')
(91, 'coke')
(91, 'carousel')
(91, 'area,')
(91, 'african')
(90, 'wake')
(90, 'stepping')
(90, 'scissors,')
(90, 'quilt')
(90, 'ostrich')
(90, 'note')
(90, 'names')
(90, 'knees')
(90, 'headboard')
(90, 'grab')
(90, 'farmers')
(90, 'depicting')
(90, 'deer')
(90, 'crates')
(90, 'couches,')
(90, 'conveyor')
(90, 'chrome')
(89, 'toothpaste')
(89, 'thumbs')
(89, 'suv')
(89, 'stable')
(89, 'sofa,')
(89, 'site')
(89, 'places')
(89, 'main')
(89, 'kitchen,')
(89, "children's")
(89, 'chained')
(89, 'beach,')
(89, 'barbed')
(88, 'uncooked')
(88, 'tape')
(88, 'stretches')
(88, 'returning')
(88, 'photographer')
(88, 'photographed')
(88, 'help')
(88, 'grass,')
(88, 'cooks')
(88, 'cloud')
(88, 'carry')
(87, 'tv,')
(87, 'shines')
(87, 'roadside')
(87, 'polka')
(87, 'plains')
(87, 'opponent')
(87, 'most')
(87, 'geese')
(87, 'foliage')
(87, 'elevated')
(87, 'cab')
(87, 'beans,')
(86, 'worn')
(86, 'world')
(86, 'texting')
(86, 'tagged')
(86, 'such')
(86, 'stretched')
(86, 'starting')
(86, 'slide')
(86, 'shoulders')
(86, 's')
(86, 'runner')
(86, 'products')
(86, 'lie')
(86, 'grandfather')
(86, 'european')
(86, 'enter')
(86, 'crouching')
(86, 'balloon')
(85, 'stools')
(85, 'roman')
(85, 'read')
(85, 'policeman')
(85, 'peering')
(85, 'mashed')
(85, 'dual')
(85, 'directly')
(85, 'crate')
(85, 'cluster')
(85, 'am')
(85, 'adorned')
(84, 'windowsill')
(84, 'stomach')
(84, 'stair')
(84, 'shrimp')
(84, 'sails')
(84, 'pies')
(84, 'now')
(84, 'love')
(84, 'keys')
(84, 'hat,')
(84, 'dipping')
(84, 'black-and-white')
(84, 'balances')
(84, 'asphalt')
(83, 'wash')
(83, 'thru')
(83, 'suite')
(83, 'spotted')
(83, 'silhouette')
(83, 'rocking')
(83, 'powdered')
(83, 'placing')
(83, 'panda')
(83, 'operating')
(83, 'identical')
(83, 'goal')
(83, 'fur')
(83, 'drying')
(83, 'counter,')
(83, 'cartoon')
(83, 'biker')
(82, 'uniformed')
(82, 'themed')
(82, 'sushi')
(82, 'star')
(82, 'puddle')
(82, 'midair')
(82, 'marked')
(82, 'macaroni')
(82, 'glowing')
(82, 'glasses,')
(82, 'festival')
(82, 'dot')
(82, 'done')
(82, 'closely')
(82, 'balance')
(82, 'array')
(82, 'appear')
(81, 'were')
(81, 'touch')
(81, 'too')
(81, 'spacious')
(81, 'shots')
(81, 'partly')
(81, 'metro')
(81, 'medium')
(81, 'limb')
(81, 'green,')
(81, 'cupboard')
(81, 'cubicle')
(81, 'commode')
(81, 'calico')
(81, 'bookcase')
(81, 'black,')
(81, 'barrier')
(81, 'artistic')
(80, 'towers')
(80, 'tourist')
(80, 'stores')
(80, 'stationary')
(80, 'sneakers')
(80, 'scenic')
(80, 'rubbing')
(80, 'raft')
(80, 'planter')
(80, 'pens')
(80, 'outfits')
(80, 'old,')
(80, 'multi-colored')
(80, 'mixture')
(80, 'maroon')
(80, 'knives')
(80, 'ha')
(80, 'environment')
(80, 'delta')
(80, 'banana,')
(79, 'united')
(79, 'swim')
(79, 'shapes')
(79, 'rectangular')
(79, 'needs')
(79, 'motel')
(79, 'major')
(79, 'key')
(79, 'fingers')
(79, 'curved')
(79, 'carriages')
(79, 'backpacks')
(78, 'whipped')
(78, 'strawberry')
(78, 'stir')
(78, 'start')
(78, 'somewhere')
(78, 'skinny')
(78, 'podium')
(78, 'plush')
(78, 'ones')
(78, 'necks')
(78, 'infant')
(78, 'indian')
(78, 'extra')
(78, 'chopsticks')
(78, 'checks')
(78, 'band')
(78, '4')
(77, 'tube')
(77, 'stunts')
(77, 'stump')
(77, 'racks')
(77, 'peppers,')
(77, 'movie')
(77, 'logo')
(77, 'lobby')
(77, 'leaned')
(77, 'hut')
(77, 'gourmet')
(77, 'floats')
(77, 'figurines')
(77, 'entering')
(77, 'dozen')
(77, 'dip')
(77, 'digital')
(77, 'class')
(77, 'books,')
(77, 'blurred')
(77, 'bicyclist')
(77, 'artwork')
(77, 'appliance')
(77, 'angle')
(76, 'wicker')
(76, 'unit')
(76, 'stripes')
(76, 'salad,')
(76, 'rowing')
(76, 'lettuce,')
(76, 'cub')
(76, 'cool')
(76, 'attractive')
(75, 'wildlife')
(75, 'warehouse')
(75, 'walls,')
(75, 'traditional')
(75, 'towed')
(75, 'sweet')
(75, 'spots')
(75, 'signage')
(75, 'money')
(75, 'loaf')
(75, 'intently')
(75, 'harness')
(75, 'gaming')
(75, 'fog')
(75, 'engines')
(75, 'dusty')
(75, 'chopping')
(75, 'cauliflower')
(75, 'camera,')
(75, 'barren')
(74, 'upward')
(74, 'tie,')
(74, 'tee')
(74, 'ships')
(74, 'serves')
(74, 'sauce,')
(74, 'refrigerators')
(74, 'letting')
(74, 'fair')
(74, 'eight')
(74, 'dressing')
(74, 'cubs')
(74, 'cooling')
(74, 'cherry')
(74, 'cake,')
(74, 'apart')
(74, ',')
(73, 'younger')
(73, 'when')
(73, 'volley')
(73, 'viewing')
(73, 'try')
(73, 'sad')
(73, 'roller')
(73, 'radio')
(73, 'pads')
(73, 'listening')
(73, 'hanger')
(73, 'cobblestone')
(73, 'bends')
(73, 'barrel')
(73, 'alarm')
(72, 'warm')
(72, 'teenagers')
(72, 'spatula')
(72, 'skillet')
(72, 'shirt,')
(72, 'ridding')
(72, 'remodeled')
(72, 'raw')
(72, 'printer')
(72, 'navy')
(72, 'mountainous')
(72, 'hiking')
(72, 'entree')
(72, 'engaged')
(72, 'diner')
(72, 'cruise')
(72, 'bunny')
(72, 'bulls')
(72, 'banner')
(72, 'bagel')
(72, 'bacon,')
(72, 'awaiting')
(71, 'youth')
(71, 'viewed')
(71, 'tiger')
(71, 'stacks')
(71, 'speeding')
(71, 'sleep')
(71, 'rings')
(71, 'porcelain')
(71, 'pitched')
(71, 'old-fashioned')
(71, 'notes')
(71, 'nightstand')
(71, 'mural')
(71, 'menu')
(71, 'lodge')
(71, 'local')
(71, 'keyboards')
(71, 'iced')
(71, 'hind')
(71, 'halves')
(71, 'eagle')
(71, 'dugout')
(71, 'bicyclists')
(71, 'bathroom,')
(71, 'any')
(71, 'altered')
(71, 'adjacent')
(70, 'treats')
(70, 'transport')
(70, 'tidy')
(70, 'strings')
(70, 'skiier')
(70, 'self')
(70, 'rubber')
(70, 'rough')
(70, 'paintings')
(70, 'moored')
(70, 'meats')
(70, 'measuring')
(70, 'locked')
(70, 'jelly')
(70, 'horned')
(70, 'hitter')
(70, 'grizzly')
(70, 'ferry')
(70, 'falls')
(70, 'donkey')
(70, 'crouched')
(70, 'breaking')
(70, 'blood')
(69, 'wheelchair')
(69, 'tissue')
(69, 'syrup')
(69, 'stripped')
(69, 'sprinkled')
(69, 'snow-covered')
(69, 'possibly')
(69, 'portion')
(69, 'parts')
(69, 'opens')
(69, 'necktie')
(69, 'lifting')
(69, 'letters')
(69, 'japanese')
(69, 'hoodie')
(69, 'gravy')
(69, 'flowers,')
(69, 'driven')
(69, 'cycles')
(69, 'clearing')
(69, 'chickens')
(69, 'cast')
(69, 'caption')
(68, 'washer')
(68, 'walled')
(68, 'unloading')
(68, 'tying')
(68, 'swung')
(68, 'slides')
(68, 'shrubs')
(68, 'shaggy')
(68, 'powered')
(68, 'pointed')
(68, 'playground')
(68, 'pillar')
(68, 'newly')
(68, 'led')
(68, 'hipster')
(68, "giraffe's")
(68, 'forested')
(68, 'flipping')
(68, 'else')
(68, 'care')
(68, 'bowling')
(68, 'blocking')
(68, 'blinds')
(68, 'bigger')
(68, 'bathtub,')
(68, 'aged')
(67, "zebra's")
(67, 'takeoff')
(67, 'selection')
(67, 'roast')
(67, 'oil')
(67, 'lead')
(67, 'followed')
(67, 'floor,')
(67, 'fireplace,')
(67, 'elaborate')
(67, 'craft')
(67, 'company')
(67, 'coats')
(67, 'coast')
(67, 'call')
(67, 'avenue')
(66, 'weeds')
(66, 'wall,')
(66, 'steering')
(66, 'steer')
(66, 'sinks,')
(66, 'separated')
(66, 'repair')
(66, 'plan')
(66, 'news')
(66, 'nest')
(66, 'maker')
(66, 'lego')
(66, 'jeep')
(66, 'furnishings')
(66, 'frisbe')
(66, 'flatbed')
(66, 'firetruck')
(66, 'dozens')
(66, 'dinning')
(66, 'dim')
(66, 'called')
(66, 'bench,')
(66, 'barefoot')
(66, 'alcohol')
(65, 'woman,')
(65, 'wandering')
(65, 'shed')
(65, 'plugged')
(65, 'pigeon')
(65, 'perches')
(65, 'peeling')
(65, 'mushrooms,')
(65, 'materials')
(65, 'knitted')
(65, 'helps')
(65, 'guests')
(65, 'directing')
(65, 'dancing')
(65, 'cutter')
(65, 'blocks')
(65, 'airline')
(65, 'airfield')
(65, 'afternoon')
(64, 'windshield')
(64, 'wheeled')
(64, 'waterfall')
(64, 'tuxedo')
(64, 'tires')
(64, 'teaching')
(64, 'suburban')
(64, 'storm')
(64, 'relish')
(64, 'raising')
(64, 'quickly')
(64, 'penguin')
(64, 'orange,')
(64, 'on,')
(64, 'kettle')
(64, 'interacting')
(64, 'happily')
(64, 'gun')
(64, 'grouped')
(64, 'females')
(64, 'distant')
(64, 'could')
(64, 'check')
(64, 'carrier')
(64, 'buttons')
(64, 'ave')
(63, 'treat')
(63, 'training')
(63, "there's")
(63, 'stripe')
(63, 'skates')
(63, 'sharp')
(63, 'shaded')
(63, 'sausage,')
(63, 'pocket')
(63, 'lamp,')
(63, 'junk')
(63, 'handles')
(63, 'fry')
(63, 'figures')
(63, 'dolls')
(63, 'cyclist')
(63, 'canadian')
(63, 'brown,')
(63, 'antelope')
(62, 'unripe')
(62, 'trim')
(62, 'swans')
(62, 'special')
(62, 'sofas')
(62, 'socks')
(62, 'slab')
(62, 'rim')
(62, 'ram')
(62, 'price')
(62, 'pets')
(62, 'outstretched')
(62, 'mushroom')
(62, 'lining')
(62, 'lime')
(62, 'inflatable')
(62, 'free')
(62, 'form')
(62, 'equipped')
(62, 'decked')
(62, 'compact')
(62, 'claim')
(62, 'cheesecake')
(62, 'backwards')
(62, 'air,')
(61, 'vandalized')
(61, 'tram')
(61, 'times')
(61, 'text')
(61, 't')
(61, 'sweatshirt')
(61, 'surprised')
(61, 'stalls')
(61, 'stained')
(61, 'soaked')
(61, 'smelling')
(61, 'situated')
(61, 'shrubbery')
(61, 'setup')
(61, 'rolled')
(61, 'pushed')
(61, 'provide')
(61, 'pork')
(61, 'poking')
(61, 'plenty')
(61, 'parasailing')
(61, 'ottoman')
(61, 'lonely')
(61, 'hilly')
(61, 'gym')
(61, 'grasses')
(61, 'excited')
(61, 'crouches')
(61, 'completely')
(61, 'comfortably')
(61, 'carved')
(61, 'bites')
(61, 'beyond')
(61, 'bbq')
(61, 'aluminum')
(60, 'yellow,')
(60, 'watched')
(60, 'unfinished')
(60, 'toiletries')
(60, 'theme')
(60, 'ten')
(60, 'tables,')
(60, 'swan')
(60, 'studio')
(60, 'stems')
(60, 'sporting')
(60, 'silly')
(60, 'shake')
(60, 'road,')
(60, 'prop')
(60, 'pottery')
(60, 'pitchers')
(60, 'pipes')
(60, 'panel')
(60, 'o')
(60, 'melted')
(60, 'mean')
(60, 'm')
(60, 'location')
(60, 'leave')
(60, 'layered')
(60, 'labeled')
(60, 'emergency')
(60, 'crackers')
(60, 'corral')
(60, 'cops')
(60, 'cooler')
(60, 'cola')
(60, 'clown')
(60, 'camping')
(60, 'briefcase')
(60, 'bricks')
(60, 'billboard')
(59, 'wrap')
(59, 'vast')
(59, 'travelers')
(59, 'teen')
(59, 'stocked')
(59, 'share')
(59, 'real')
(59, 'private')
(59, 'poised')
(59, 'plates,')
(59, 'outside,')
(59, 'mid-air')
(59, "men's")
(59, 'heavily')
(59, 'folding')
(59, 'creek')
(59, 'comfortable')
(59, 'colorfully')
(59, 'catcher,')
(59, 'cards')
(59, 'canoes')
(58, 'volleyball')
(58, 'unable')
(58, 'summer')
(58, 'sled')
(58, 'saddle')
(58, 'portable')
(58, 'pajamas')
(58, 'outfield')
(58, 'noodles,')
(58, 'muffins')
(58, 'members')
(58, 'instruments')
(58, 'incoming')
(58, 'exit')
(58, 'diving')
(58, 'crest')
(58, 'biplane')
(58, 'barbecue')
(58, 'anchored')
(58, 'accents')
(57, 'yogurt')
(57, 'upper')
(57, 'touches')
(57, 'telling')
(57, 'strike')
(57, 'slow')
(57, 'signs,')
(57, 'rotten')
(57, 'policemen')
(57, 'pit')
(57, 'nearly')
(57, 'mixing')
(57, 'leaps')
(57, 'kneels')
(57, 'interactive')
(57, 'herbs')
(57, 'heels')
(57, 'gliding')
(57, 'fuzzy')
(57, 'finished')
(57, 'feathers')
(57, 'faced')
(57, 'even')
(57, 'down,')
(57, 'cyclists')
(57, 'bus,')
(57, 'building,')
(57, 'bedding')
(57, '&')
(56, 'zone')
(56, 'yarn')
(56, 'trip')
(56, 'tending')
(56, 'stare')
(56, 'snow,')
(56, 'skatepark')
(56, 'sewing')
(56, 'sausages')
(56, 'sauces')
(56, 'presentation')
(56, 'perform')
(56, 'peace')
(56, 'midst')
(56, 'mess')
(56, 'meals')
(56, 'lower')
(56, 'grapes,')
(56, 'deserts')
(56, 'curious')
(56, 'character')
(56, 'celebration')
(56, 'bullet')
(56, 'buildings,')
(56, 'begins')
(56, 'bamboo')
(56, 'arch')
(55, 'windsurfing')
(55, 'wallpaper')
(55, 'tiered')
(55, 'stating')
(55, 'ramps')
(55, 'nine')
(55, 'napkins')
(55, 'mountainside')
(55, 'material')
(55, 'mac')
(55, 'limit')
(55, 'lights,')
(55, "elephant's")
(55, 'darkened')
(55, 'cross-country')
(55, 'compartment')
(55, 'combination')
(55, 'caution')
(55, 'casserole')
(55, 'capped')
(55, 'cable')
(55, 'beginning')
(55, 'athlete')
(55, 'areas')
(55, 'amid')
(54, 'york')
